,name,cuisine,price,rank,neighborhood,reviews,avg
9972,Shuk Mediterranean Cuisine,Mediterranean,,"3,240", Brooklyn,2.0,3.0
9973,China Hong,Chinese,,"3,243", Brooklyn,,3.0
9974,Gourmet Garden 8,Chinese,,"3,254", Brooklyn,,3.0
9975,La Bottega Italian Gourmet,Italian,,"3,265", Brooklyn,,3.0
9976,Hot Chix,Fast Food,,"3,275", Brooklyn,2.0,3.0
9977,Voltaire,American,,"3,279", Brooklyn,,3.0
9978,Steak & Hoagies,,,"8,447", Manhattan,2.0,3.0
9979,Dovid's Kosher,Kosher,,"8,448", Manhattan,,3.0
9980,Sherwoods Fine Foods,American,,"8,449", Manhattan,,3.0
9981,Arome,,,"8,450", Manhattan,3.0,3.0
9982,Kitto,,,"8,451", Manhattan,,3.0
9983,Subway,,,"8,452", Manhattan,,3.0
9984,Little Caesars,Pizza,,"8,453", Manhattan,,3.0
9985,Taco Inn,Mexican,1.0,"8,454", Manhattan,,3.0
9986,Jason's Cafe,,,"8,455", Manhattan,,3.0
9987,TeaMagic,,,"8,456", Manhattan,2.0,3.0
9988,Wrap & Roll Grill,,,"8,457", Manhattan,,3.0
9989,Wakamba Restaurant & Tavern,American,,"8,458", Manhattan,,3.0
9990,The Blue Rooftop,,,"8,459", Manhattan,,3.0
9991,D'antigua,,,"8,460", Manhattan,,3.0
9992,Domino's Pizza,Pizza,,"8,461", Manhattan,,3.0
9993,China Wok,Chinese,,"8,462", Manhattan,,3.0
9994,Subway,,,"8,463", Manhattan,,3.0
9995,Wicked Spoon Yogurt,,,"8,464", Manhattan,2.0,3.0
9996,China Place,Chinese,,"8,465", Manhattan,,3.0
9997,Miss Ks Italian Eatery,Italian,,"8,466", Manhattan,,3.0
9998,Noon Mediterranean,,,"8,467", Manhattan,,3.0
9999,El Barrio Restaurant,Mexican,2.0,"8,468", Manhattan,,3.0
10000,Subway,,,"8,469", Manhattan,,3.0
10001,Buon Amici,Italian,,"8,470", Manhattan,,3.0
10002,Harlem Brothers Pizza & Wings,,,"8,471", Manhattan,,3.0
10003,The Pizzeria,Pizza,,"8,472", Manhattan,,3.0
10004,WK Restaurant,Chinese,,"8,473", Manhattan,,3.0
10005,East Village Burrito and Bar,,,"8,474", Manhattan,,3.0
10006,Eastside Goumet Deli,,,"8,475", Manhattan,,3.0
10007,Workers Diner,,,"8,476", Manhattan,,3.0
10008,Jane's Street Cart,American,,"8,477", Manhattan,,3.0
10009,Plantmade,,,"8,478", Manhattan,,3.0
10010,108 Food Dried Hot Pot,Chinese,2.0,"8,479", Manhattan,,3.0
10011,Happy Fortune Restaurant,Chinese,,"8,480", Manhattan,,3.0
10012,Green Fusion,,,"8,481", Manhattan,,3.0
10013,Manhattan Brewhouse,,,"8,482", Manhattan,2.0,3.0
10014,Subway,American,,"8,483", Manhattan,2.0,3.0
10015,Balducci’s Food Lover’s Market,Cafe,,"8,484", Manhattan,2.0,3.0
10016,A Asosan Sushi,Japanese,,"8,485", Manhattan,,3.0
10017,Vesey Delicatessen,Deli,,"8,486", Manhattan,,3.0
10018,Kst,,,"8,487", Manhattan,,3.0
10019,Irene’s,,,"8,488", Manhattan,,3.0
10020,Kfc,,,"8,489", Manhattan,2.0,3.0
10021,Ocean Restaurant,,,"8,490", Manhattan,,3.0
10022,Philly Slim's Cheesesteaks,American,,"8,491", Manhattan,,3.0
10023,Visana,Italian,,"8,492", Manhattan,,3.0
10024,Bleeker Finest Deli,Seafood,,"8,493", Manhattan,2.0,3.0
10025,Mini Express,Chinese,,"8,494", Manhattan,,3.0
10026,Tang Zi Zhong Restaurant,Chinese,,"8,495", Manhattan,,3.0
10027,T.G. Whitney's,,,"8,496", Manhattan,,3.0
10028,710 Bar'Grill & LonggrainSushi,,,"8,497", Manhattan,,3.0
10029,La Cabana Latina,South American,,"8,498", Manhattan,2.0,3.0
10030,Melange Food Fair,,,"8,499", Manhattan,,3.0
10031,La Scala,,,"8,500", Manhattan,,3.0
10032,Caffe Bene,Cafe,,"8,501", Manhattan,,3.0
10033,Texas Chicken & Burgers,,,"8,502", Manhattan,,3.0
10034,Hong Kong Restaurant,Chinese,,"8,503", Manhattan,,3.0
10035,7-Eleven,,,"8,504", Manhattan,,3.0
10036,Lincoln Fried Chicken,,,"8,505", Manhattan,,3.0
10037,Concord Garden Restaurant,,,"8,506", Manhattan,,3.0
10038,Imperial Garden,Chinese,,"8,507", Manhattan,,3.0
10039,Starbucks,Cafe,,"8,508", Manhattan,,3.0
10040,Subway,,,"8,509", Manhattan,2.0,3.0
10041,7-Eleven,,,"8,510", Manhattan,,3.0
10042,Los Viajeros NYC,,,"8,511", Manhattan,,3.0
10043,PZA,,,"8,512", Manhattan,,3.0
10044,Yong Kang Street,,,"8,513", Manhattan,,3.0
10045,Muscle Maker Grill,American,,"8,514", Manhattan,,3.0
10046,107 Express,,,"8,515", Manhattan,,3.0
10047,Sidewalk Tacos,,,"8,516", Manhattan,,3.0
10048,Pressed Juicery,,,"8,517", Manhattan,,3.0
10049,MegaSun,American,,"8,518", Manhattan,,3.0
10050,KFC,American,,"8,519", Manhattan,,3.0
10051,Little Gio's Pizza,,,"8,520", Manhattan,,3.0
10052,Joe & The Juice,,,"8,521", Manhattan,,3.0
10053,Hot Kitchen East,,,"8,522", Manhattan,,3.0
10054,Gong Cha,,,"8,523", Manhattan,,3.0
10055,Empire Columbus Ave,,,"8,524", Manhattan,2.0,3.0
10056,El Tepeyac Grocery,,,"8,525", Manhattan,,3.0
10057,Back Stage Eatery,,,"8,526", Manhattan,,3.0
10058,Lumos,,,"8,527", Manhattan,,3.0
10059,Malaxiangguo,,,"8,528", Manhattan,,3.0
10060,Hoagie`S Heros,Italian,,"8,529", Manhattan,,3.0
10061,Tasty House 18,,,"8,530", Manhattan,,3.0
10062,Charleys Philly Steaks,,,"8,531", Manhattan,,3.0
10063,Ivys Chinese and Japanese Cafe,Chinese,,"8,532", Manhattan,,3.0
10064,Bonchon Chelsea,,,"8,533", Manhattan,,3.0
10065,Boi Sandwich- Vietnamese Food to Go,,,"8,534", Manhattan,3.0,3.0
10066,Hell's Kitchen,Israeli,,"8,535", Manhattan,,3.0
10067,Kobeyaki,,,"8,536", Manhattan,,3.0
10068,Slice,,,"8,537", Manhattan,3.0,3.0
10069,Sophia's,,,"8,538", Manhattan,,3.0
10070,SnackBox,American,1.0,"8,539", Manhattan,,3.0
10071,Lunch Box Buffet,,,"8,540", Manhattan,,3.0
10072,Pepper Lunch,Japanese,2.0,"8,541", Manhattan,,3.0
10073,Ji Li Asian Food Inc.,Chinese,,"8,542", Manhattan,2.0,3.0
10074,Chicken Deli,,,"8,543", Manhattan,,3.0
10075,Subway,,,"8,544", Manhattan,,3.0
10076,Subway,,,"8,545", Manhattan,3.0,3.0
10077,Han Palace,Chinese,,"8,546", Manhattan,,3.0
10078,Subway,,,"8,547", Manhattan,3.0,3.0
10079,Lucky Garden Restaurant,,,"8,548", Manhattan,,3.0
10080,Jimbo's Hamburger,,,"8,549", Manhattan,,3.0
10081,Choza Midtown,,,"8,550", Manhattan,,3.0
10082,Dunkin',,,"8,551", Manhattan,,3.0
10083,Red Star,,,"8,552", Manhattan,,3.0
10084,Don Wagyu,Japanese,,"8,553", Manhattan,,3.0
10085,Korean Ginseng Corp,,,"8,554", Manhattan,2.0,3.0
10086,Pizza Plus,Italian,,"8,555", Manhattan,,3.0
10087,Sugar East,American,2.0,"8,556", Manhattan,,3.0
10088,Wrap Star,,,"8,557", Manhattan,,3.0
10089,Stop 1 Deli,Deli,,"8,558", Manhattan,,3.0
10090,El Rey del Bistec Y Caridad,Spanish,,"8,559", Manhattan,,3.0
10091,Guang Ming,Chinese,,"8,560", Manhattan,,3.0
10092,Andy's Deli,,,"8,561", Manhattan,,3.0
10093,Spy Bar,,,"8,562", Manhattan,,3.0
10094,Twenty Warren Street Food,Chinese,,"8,563", Manhattan,,3.0
10095,Pizza Pizza of Hanover SQ,Pizza,,"8,564", Manhattan,,3.0
10096,Columbus Circle Pizza,Pizza,2.0,"8,565", Manhattan,,3.0
10097,Bugatti Restaurant,,,"8,566", Manhattan,,3.0
10098,Boulevard Deli & Restaurant,,,"8,567", Manhattan,,3.0
10099,The Fisherman's Dog,Seafood,,"8,568", Manhattan,,3.0
10100,Ocean Chinese Restaurant,Chinese,,"8,569", Manhattan,2.0,3.0
10101,Hanabi,Japanese,,"8,570", Manhattan,,3.0
10102,Cucina Gourmet,,,"8,571", Manhattan,,3.0
10103,Lao Ma Spicy,Chinese,,"8,572", Manhattan,,3.0
10104,88 Chinese Restaurant,Chinese,,"8,573", Manhattan,,3.0
10105,Sertinos,,,"8,574", Manhattan,,3.0
10106,El Callao Restaurant,,,"8,575", Manhattan,,3.0
10107,Crown Fried Chicken,,,"8,576", Manhattan,,3.0
10108,Europan Pizza Cafe,Greek,,"8,577", Manhattan,,3.0
10109,Chikarashi,,,"8,578", Manhattan,2.0,3.0
10110,C & P Galley,American,,"8,579", Manhattan,2.0,3.0
10111,Lexler Deli,,,"8,580", Manhattan,,3.0
10112,McDonald's,,,"8,581", Manhattan,,3.0
10113,Idle Hands Bar,,,"8,582", Manhattan,,3.0
10114,Shamas Deli,,,"8,583", Manhattan,,3.0
10115,McDonald's,,,"8,584", Manhattan,2.0,3.0
10116,Buffalo Wild Wings,,,"8,585", Manhattan,3.0,3.0
10117,"Artisans' Gate, Nyc",American,,"8,586", Manhattan,2.0,3.0
10118,Mura,Japanese,2.0,810, Brooklyn,13.0,4.5
10119,Blvd,Wine Bar,2.0,54, Long Island City,18.0,4.5
10120,Checkers,,,"2,040", Brooklyn,2.0,4.5
10121,Joy Indian Restaurant,Indian,2.0,"1,031", Brooklyn,22.0,4.0
10122,Banyan Cafe,,,370, Jersey City,,4.0
10123,Las Olas Sushi Bar and Grill,Japanese,2.0,87, Hoboken,21.0,4.0
10124,Konditori,,,"8,587", Manhattan,2.0,3.0
10125,Berlin Currywurst,German,,"8,588", Manhattan,7.0,3.0
10126,Abumi Sushi,,,"8,589", Manhattan,3.0,3.0
10127,Sbarro - Hoboken,Italian,,194, Hoboken,4.0,3.0
10128,McDonald's,,,"8,590", Manhattan,10.0,3.0
10129,Domino's Pizza,Pizza,,180, Hoboken,2.0,4.0
10130,983 Bushwick's Living Room,American,2.0,351, Brooklyn,35.0,4.5
10131,Kahve,Bar,2.0,"8,591", Manhattan,2.0,3.0
10132,The Food Emporium,,,"8,592", Manhattan,4.0,3.0
10133,Joloff,African,2.0,618, Brooklyn,22.0,4.5
10134,Mia Figlia Bella,Italian,,"2,415", Brooklyn,2.0,5.0
10135,El Rincon Del Sabor,South American,,"8,593", Manhattan,7.0,3.5
10136,Cultura,,,"2,908", Brooklyn,,4.0
10137,Cafe Batata,,,306, Jersey City,3.0,3.5
10138,Luanne's Wild Ginger,American,2.0,439, Brooklyn,21.0,4.5
10139,Portofino Pasta & Pizza,Italian,,"8,594", Manhattan,3.0,3.5
10140,Bonefish Grill,American,2.0,1, Secaucus,275.0,4.0
10141,Xing Wong BBQ,,,"8,595", Manhattan,3.0,3.0
10142,Birdbath Green Bakery,,,"8,596", Manhattan,2.0,3.0
10143,Federoff's Roast Pork,Italian,1.0,"1,503", Brooklyn,4.0,4.5
10144,Soul Curry,,,165, Hoboken,,5.0
10145,Zum Stammtisch Restaurant,German,2.0,1, Glendale,214.0,4.5
10146,Alta Calidad,,,913, Brooklyn,11.0,4.0
10147,Ayame Hibachi and Sushi,Japanese,2.0,178, Hoboken,12.0,3.0
10148,To Spiti,,,"2,008", Brooklyn,2.0,4.5
10149,Spice,Thai,,"3,291", Brooklyn,3.0,3.0
10150,Amarin Cafe,Thai,1.0,981, Brooklyn,15.0,4.5
10151,Carmine's Pizza Factory,,,258, Jersey City,3.0,4.0
10152,Bami,Asian,1.0,"2,410", Brooklyn,2.0,4.0
10153,Giuseppina's,Pizza,2.0,413, Brooklyn,28.0,4.5
10154,Breukelen Bier Merchants,,,"3,075", Brooklyn,,4.0
10155,Sottocasa Pizzeria,,,"1,254", Brooklyn,5.0,5.0
10156,Catswall,Japanese,2.0,"3,244", Brooklyn,,3.0
10157,Akura Sushi,Japanese,,"8,597", Manhattan,7.0,3.0
10158,Cafecito Bogota,Latin,,945, Brooklyn,16.0,4.5
10159,Bagel World,,,"2,327", Brooklyn,2.0,4.0
10160,Arco Asian Cuisine,,,"8,598", Manhattan,4.0,3.0
10161,Jakes Barbeque Restaurant,Barbecue,,"3,294", Brooklyn,10.0,3.0
10162,Wasan Brooklyn,Japanese,,"1,540", Brooklyn,13.0,3.5
10163,Eugene & Co,American,2.0,371, Brooklyn,27.0,4.5
10164,McDonald's,,,"8,599", Manhattan,17.0,3.0
10165,Modca of williamsburg,,,"3,248", Brooklyn,,3.0
10166,The Cotton Club,,,"8,600", Manhattan,7.0,3.0
10167,Wingstop,,,"8,601", Manhattan,7.0,3.0
10168,Haab,Mexican,1.0,867, Brooklyn,16.0,4.5
10169,Polka Dot Cafe,,,"1,024", Brooklyn,8.0,4.5
10170,Canteen Delicatessen and Cafe,Deli,,"1,997", Brooklyn,2.0,4.5
10171,Baciccia Pizza e Cucina,Italian,2.0,495, Brooklyn,14.0,4.5
10172,Golden Krust,,,"8,602", Manhattan,2.0,3.0
10173,Custom American Wine Bar,Wine Bar,,"2,390", Brooklyn,6.0,3.5
10174,Devon & Blakely,,,"8,603", Manhattan,6.0,3.0
10175,Hudson Market Burger,,,"8,604", Manhattan,23.0,3.0
10176,Clem's,,,"2,351", Brooklyn,,5.0
10177,Panda Express,,,"3,296", Brooklyn,5.0,3.0
10178,Mountain Province,,,"1,067", Brooklyn,7.0,5.0
10179,Mama pho 172,Asian,,"1,958", Brooklyn,3.0,4.0
10180,Rosticeria Da Gigi,,,133, Hoboken,6.0,4.0
10181,Larry Lawrence,,,"2,007", Brooklyn,3.0,4.5
10182,Yuki Japanese Retaurant,Japanese,,"8,605", Manhattan,8.0,3.0
10183,Good Company,,,"2,051", Brooklyn,2.0,5.0
10184,La Nuit Restaurant & Tapas Lounge,Spanish,,"8,606", Manhattan,2.0,3.0
10185,Villa Pancho Taqueria,Mexican,,"2,315", Brooklyn,5.0,4.0
10186,Pat LaFrieda,American,,"8,607", Manhattan,3.0,3.0
10187,Le Pain Quotidien,Cafe,2.0,"1,092", Brooklyn,22.0,4.0
10188,The Garret East,,,"8,608", Manhattan,5.0,3.0
10189,Blue Sky Bakery,,,"1,560", Brooklyn,9.0,4.0
10190,U Kiss Chinese Restaurant,Chinese,,"2,505", Brooklyn,,5.0
10191,Popeyes Louisiana Kitchen,,,"8,609", Manhattan,4.0,3.0
10192,Five Spot Soul Food Restaurant,,,"2,607", Brooklyn,5.0,3.5
10193,Kiku Asian Bistro,Japanese,2.0,992, Brooklyn,13.0,4.0
10194,Greene Grape Provisions,American,2.0,"2,162", Brooklyn,2.0,4.5
10195,El Toro Taqueria,Mexican,,"3,120", Brooklyn,4.0,3.5
10196,Loki Lounge,Bar,1.0,990, Brooklyn,13.0,4.0
10197,PinsaLab,,,"1,539", Brooklyn,3.0,5.0
10198,Tony's Pizza Spot,,,"1,192", Brooklyn,5.0,5.0
10199,Thai 101 Bistro,Thai,,"2,660", Brooklyn,6.0,3.5
10200,Sapthagiri,Indian,2.0,71, Jersey City,62.0,4.0
10201,Clinton Park Cafe,,,"1,646", Brooklyn,6.0,4.0
10202,La Bella Mariella II,,,"1,752", Brooklyn,3.0,5.0
10203,The Trash Bar,,,"2,530", Brooklyn,3.0,4.0
10204,Tasti D-Lite,,,"8,610", Manhattan,6.0,3.0
10205,Hi-So Thai,Asian,2.0,6, Weehawken,35.0,4.0
10206,Svendale Taproom,Brew Pub,,"2,177", Brooklyn,,5.0
10207,Famous Original Ray's Pizza,Pizza,,"8,611", Manhattan,4.0,3.0
10208,Euro Delicacies,,,238, Albany,3.0,5.0
10209,McDonald's,,,"8,612", Manhattan,7.0,3.0
10210,Pizza Hut,Pizza,,"8,613", Manhattan,6.0,3.0
10211,Toast Bar & Restaurant,,,"8,614", Manhattan,3.0,3.0
10212,Colombia in Park Slope,Colombian,2.0,869, Brooklyn,19.0,4.0
10213,Cash Only BBQ,Barbecue,1.0,"3,165", Brooklyn,,3.0
10214,Rabbit Moon Store,,,"8,615", Manhattan,2.0,3.0
10215,Henri on Fifth,,,"1,011", Brooklyn,11.0,4.5
10216,Andrea Salumeria,,,96, Jersey City,9.0,5.0
10217,Willie McBride's,American,2.0,132, Hoboken,9.0,3.5
10218,Two Boots,,,"1,909", Brooklyn,2.0,5.0
10219,Nana,Japanese,2.0,"1,299", Brooklyn,22.0,4.0
10220,Oxford Kitchen,,,"2,063", Brooklyn,2.0,4.5
10221,Belly,,,"2,838", Brooklyn,,4.0
10222,High Dive,,,"1,101", Brooklyn,6.0,4.5
10223,SriPraPhai Thai Restaurant,Asian,,"1,810", Brooklyn,3.0,4.5
10224,Essbar,,,"2,473", Brooklyn,,5.0
10225,Ozo Lounge,American,1.0,"1,744", Brooklyn,2.0,5.0
10226,Mulino Ristorante,Italian,2.0,"1,364", Brooklyn,13.0,4.0
10227,Van Leeuwen Brooklyn,Cafe,,"1,040", Brooklyn,8.0,4.5
10228,16 Handles,,,113, Hoboken,7.0,4.0
10229,Chicken Festival,,,"8,616", Manhattan,3.0,3.0
10230,Turtle Club,Bar,2.0,118, Hoboken,19.0,3.5
10231,Summerly,American,2.0,"2,165", Brooklyn,2.0,4.0
10232,Taverna Kyclades,Seafood,2.0,5, Astoria,716.0,4.5
10233,Golden Years Bar,,,"1,935", Brooklyn,6.0,3.5
10234,Salad Pangea,,,"8,617", Manhattan,2.0,3.0
10235,Vera Cruz,Mexican,2.0,"2,224", Brooklyn,23.0,3.0
10236,La Primavera,Italian,3.0,"8,618", Manhattan,4.0,3.5
10237,Hong Kong Street Cart,,,"8,619", Manhattan,2.0,3.0
10238,Lamano,Seafood,,"8,620", Manhattan,2.0,3.0
10239,Liberty Pizza,,,"2,446", Brooklyn,4.0,4.0
10240,Yuji Ramen New York,Japanese,2.0,"1,044", Brooklyn,24.0,4.0
10241,Samurai Japanese Cuisine,Japanese,,"2,425", Brooklyn,2.0,4.0
10242,Tin Kettle,Bar,2.0,911, Brooklyn,8.0,5.0
10243,Negril BK,,,"1,136", Brooklyn,11.0,4.0
10244,Glaze Teriyaki,,,"2,730", Brooklyn,,4.0
10245,Haab Park Slope,Latin,2.0,758, Brooklyn,11.0,4.5
10246,Anand Indian Cuisine,,,"8,621", Manhattan,6.0,3.0
10247,Martinque Cafe,French,,"8,622", Manhattan,6.0,3.0
10248,Vinny's Pizzeria,Pizza,2.0,"2,655", Brooklyn,,5.0
10249,Coco Roco,Peruvian,2.0,870, Brooklyn,67.0,3.5
10250,Connecticut Muffin,,,"3,121", Brooklyn,4.0,3.0
10251,Dairy Queen Grill & Chill,American,,"8,623", Manhattan,4.0,3.0
10252,Gaslight Pizzeria,Pizza,2.0,"8,624", Manhattan,69.0,3.0
10253,Jebon Noodle & Slider,Japanese,,"8,625", Manhattan,9.0,3.0
10254,McDonald's,,,"8,626", Manhattan,2.0,3.0
10255,Sweet Science,,,718, Brooklyn,13.0,4.5
10256,El Habanero Tex-Mex,,,979, Brooklyn,8.0,4.5
10257,Houlihan's,American,2.0,3, Secaucus,271.0,4.0
10258,Sabrina's Broadway Pizzeria,,,"2,433", Brooklyn,,5.0
10259,Popeyes Louisiana Kitchen,Eastern European,,"8,627", Manhattan,4.0,3.0
10260,Pop's,,,"1,970", Brooklyn,5.0,4.0
10261,Gino's Pizzeria,Italian,1.0,90, Jersey City,11.0,5.0
10262,Mu Ramen,Japanese,2.0,49, Long Island City,70.0,4.0
10263,Hope Garage,American,2.0,"1,311", Brooklyn,8.0,4.5
10264,Die Stammkneipe,,,"2,223", Brooklyn,3.0,3.5
10265,Pagoto Organic Ice Cream,,,"2,540", Brooklyn,,5.0
10266,The Moonlight Mile,,,"1,335", Brooklyn,4.0,5.0
10267,Los Pollitos III,,,"2,414", Brooklyn,6.0,3.5
10268,Menya Jiro Fidi,,,"8,629", Manhattan,3.0,3.0
10269,Kosher Deluxe,Middle Eastern,1.0,765, Brooklyn,60.0,3.5
10270,Hibino Lic,Japanese,2.0,55, Long Island City,14.0,5.0
10271,McDonald's,,,"8,630", Manhattan,4.0,3.0
10272,Daisys Diner,American,1.0,805, Brooklyn,38.0,4.0
10273,Brookvin,Wine Bar,2.0,570, Brooklyn,18.0,4.5
10274,Shake Shack,American,2.0,"3,246", Brooklyn,2.0,3.0
10275,Charley Mom Restaurant,,,"8,631", Manhattan,2.0,3.0
10276,Bareli's Italian Restaurant & Bar,Italian,3.0,2, Secaucus,109.0,4.5
10277,Burgrito's,Mexican,1.0,"1,663", Brooklyn,4.0,4.5
10278,Mac Shack,American,2.0,"1,277", Brooklyn,7.0,4.5
10279,Subway,,,"2,722", Brooklyn,2.0,4.0
10280,Sugar Beets Thai,Thai,,"3,060", Brooklyn,,4.0
10281,Branded Saloon,American,,970, Brooklyn,9.0,5.0
10282,Franklins Pizza,,,"1,520", Brooklyn,4.0,4.5
10283,Wafels & Dinges,,,"2,702", Brooklyn,,4.0
10284,Stocked,American,,917, Brooklyn,11.0,4.5
10285,Pressed Juicery,,,"2,364", Brooklyn,2.0,4.0
10286,The 3 Luigis,,,"1,343", Brooklyn,6.0,4.5
10287,The Halal Spot,American,2.0,"2,754", Brooklyn,,4.0
10288,Cotta Bene To Go,,,"1,673", Brooklyn,4.0,4.5
10289,Dee and Ricky's Home Cooking,,,"2,437", Brooklyn,2.0,4.5
10290,Dee and Ricky's Home Cooking,,,"2,437", Brooklyn,2.0,4.5
10291,Zenon Taverna,Mediterranean,2.0,9, Astoria,101.0,4.5
10292,Oleanders,,,"1,768", Brooklyn,5.0,4.0
10293,Takumen,Asian,2.0,68, Long Island City,15.0,4.0
10294,Table 87,,,"1,047", Brooklyn,7.0,4.5
10295,Grace Kitchen,,,"2,633", Brooklyn,2.0,5.0
10296,Rieu Cafe,,,"8,632", Manhattan,3.0,3.0
10297,Arepas Cafe,Latin,1.0,15, Astoria,79.0,4.5
10298,Korai Kitchen,Asian,,114, Jersey City,7.0,4.5
10299,Juice Generation,,,"2,922", Brooklyn,2.0,3.5
10300,Thai Cafe,Asian,2.0,"1,179", Brooklyn,13.0,4.0
10301,Kinfolk,,,"2,391", Brooklyn,9.0,3.5
10302,Pita Grill,Mediterranean,1.0,"8,633", Manhattan,4.0,3.0
10303,Fifth Avenue Diner,Diner,1.0,863, Brooklyn,20.0,4.0
10304,India on the Hudson,Indian,,109, Hoboken,11.0,4.5
10305,Pizza Hut,Pizza,1.0,"3,309", Brooklyn,3.0,3.0
10306,Carthage 521,,,"2,244", Brooklyn,,5.0
10307,Formosa Cafe,Asian,1.0,"8,634", Manhattan,4.0,4.0
10308,Adelina's,Italian,2.0,"1,133", Brooklyn,9.0,4.0
10309,Corner Bistro,Bar,2.0,56, Long Island City,27.0,4.0
10310,Don Pepe Restaurant,Latin,,"2,914", Brooklyn,3.0,3.0
10311,Hot House Pizza,Italian,1.0,161, Hoboken,5.0,3.5
10312,Mills Tavern,Pub,,196, Hoboken,6.0,3.0
10313,Frankel's,,,"1,169", Brooklyn,6.0,5.0
10314,Red Star,American,,"1,786", Brooklyn,9.0,4.0
10315,T-Swirl Crepe,,,"2,819", Brooklyn,,4.0
10316,Campus Eatery,,,"8,635", Manhattan,2.0,2.5
10317,Whealth,,,104, Jersey City,8.0,5.0
10318,750 Myrtle Diner,Japanese,2.0,"1,039", Brooklyn,6.0,5.0
10319,Birdbath Bakery,,,"8,636", Manhattan,6.0,3.0
10320,Upstate Stock,,,"1,675", Brooklyn,3.0,4.5
10321,The Joint On Myrtle,,,"3,061", Brooklyn,,4.0
10322,The Commissioner,American,2.0,"1,216", Brooklyn,6.0,4.5
10323,Don Pancho Restaurant,,,"1,557", Brooklyn,4.0,5.0
10324,Old School Brooklyn,American,,"2,246", Brooklyn,3.0,4.5
10325,BLU Cafe,,,"8,637", Manhattan,6.0,3.0
10326,Szechuan Delight,Chinese,1.0,871, Brooklyn,14.0,4.5
10327,Halal Int L Restaurant,Middle Eastern,,"3,133", Brooklyn,2.0,3.0
10328,Nathan's Famous,,,"3,065", Brooklyn,3.0,3.5
10329,Botanica,,,"2,664", Brooklyn,4.0,3.5
10330,Aita Trattoria,Italian,2.0,431, Brooklyn,22.0,4.5
10331,Marina Deli,,,185, Hoboken,,4.0
10332,Skylark,American,2.0,796, Brooklyn,13.0,4.5
10333,La Isla Restaurant,,,"2,807", Brooklyn,2.0,3.5
10334,The Lamp Post Bar and Grill,,,403, Jersey City,2.0,4.0
10335,Sprinkles,,,"3,107", Brooklyn,2.0,3.5
10336,Java Indonesian Rijsttafel,Asian,2.0,526, Brooklyn,27.0,4.5
10337,Red Hook Ball Fields,South American,,"1,658", Brooklyn,4.0,4.5
10338,Forrest Point,American,2.0,390, Brooklyn,49.0,4.0
10339,Papa John's Pizza,,,"2,191", Brooklyn,5.0,4.0
10340,Hansons Restaurant,American,,"3,256", Brooklyn,,3.0
10341,Champion Pizza,,,"2,749", Brooklyn,,4.0
10342,The Cocoa Bar,,,"8,638", Manhattan,2.0,2.5
10343,Hanson's Gourmet Deli,,,"3,288", Brooklyn,,3.0
10344,Russ Pizza,,,"1,255", Brooklyn,8.0,4.5
10345,Onomea,,,"2,382", Brooklyn,3.0,4.0
10346,Uptown Pizzeria,Italian,1.0,100, Hoboken,8.0,4.5
10347,Lot 2 Restaurant,,,504, Brooklyn,19.0,4.5
10348,Stingray Lounge,,,112, Hoboken,4.0,4.5
10349,Lavatera Grill,Mediterranean,1.0,"3,312", Brooklyn,3.0,4.5
10350,Chuck E. Cheese's,Pizza,,"3,043", Brooklyn,17.0,3.0
10351,The Shepherd And The Knucklehead,American,,95, Hoboken,6.0,4.5
10352,Spice,Asian,2.0,58, Long Island City,30.0,4.0
10353,Rogo's,,,152, Hoboken,3.0,4.5
10354,Shinju II Sushi,Japanese,2.0,793, Brooklyn,20.0,4.0
10355,Win Son,Asian,,800, Brooklyn,8.0,5.0
10356,Modcup Cafe,,,153, Jersey City,6.0,4.5
10357,Battery Harris,,,"1,220", Brooklyn,11.0,4.0
10358,Buttermilk,Cafe,1.0,"1,279", Brooklyn,8.0,4.5
10359,Pencil Factory Bar,Bar,,"1,647", Brooklyn,5.0,4.0
10360,Taksim 2 Square,Turkish,1.0,523, Brooklyn,36.0,4.0
10361,Fork Cafe,,,"2,800", Brooklyn,,5.0
10362,Session 73,,,"8,639", Manhattan,7.0,3.0
10363,Zhong Hua Restaurant,Asian,,"8,640", Manhattan,5.0,3.0
10364,Stan's Cafecito,Mexican,,"3,081", Brooklyn,,4.0
10365,Sumo Teriyaki Sushi,Sushi,,"2,796", Brooklyn,,4.0
10366,40/40 Club,,,"2,537", Brooklyn,10.0,3.0
10367,BBQ at Legal Beans,Barbecue,,327, Jersey City,3.0,4.0
10368,Taqueria Diana,,,"2,272", Brooklyn,2.0,5.0
10369,The Habitat,American,,"1,178", Brooklyn,8.0,4.5
10370,Siam Orchid Thai Restaurant,Thai,,"2,234", Brooklyn,2.0,4.5
10371,Subway,,,407, Jersey City,5.0,3.0
10372,Campus Deli,,,"8,641", Manhattan,2.0,3.0
10373,One Greene,Japanese,,"2,875", Brooklyn,,5.0
10374,China Star Restaurant,Chinese,,"3,001", Brooklyn,,4.0
10375,Norman,Cafe,,"1,722", Brooklyn,3.0,4.5
10376,Park Cafe,Diner,1.0,"1,059", Brooklyn,13.0,4.5
10377,Noga,American,,"8,642", Manhattan,9.0,3.0
10378,New China Wok,,,"2,960", Brooklyn,,4.0
10379,Limonata Cafe,Turkish,,"3,005", Brooklyn,,4.0
